Index,Nombre,Edad,Curso,Peso,Altura,Sexo asignado,Transgenero,Madre adolescente,Padre adolescente,Padres divorciados,Familia monoparental,Tratamiento psicologico padre/madre,Adiccion padre/madre,Relaciones conflictivas hijo-padre/madre,Familia reconstruida,Situacion economica familiar precaria,Estudios de la madre,Estudios del padre,Supervision parental insuficiente,Maltrato al adolescente,Duelo,Ingreso familiar mensual,Desenlace
1226,David Murphy,25,Formacion Profesional,90.46,118.42,Mujer,No estoy seguro de ser trans,Si,No,Si,Si,No,No,No,Si,Si,No,Si,No,Si,No,3455,Deseo
1227,Osborn Lopez,12,Colegio,85.74,169.77,Otro,No estoy seguro de lo que se pregunta,Si,No,No,Si,No,No,No,Si,Si,No,No,No,Si,No,1325,Comunicacion
1228,Theo King,13,ESO,50.68,146.81,Otro,Si,Si,No,Si,Si,Si,No,Si,No,No,Si,No,Si,Si,Si,447,Comunicacion
1229,Marge Moore,18,Formacion Profesional,85.32,180.56,Otro,No estoy seguro de lo que se pregunta,Si,No,No,Si,Si,Si,No,No,Si,Si,No,No,Si,Si,852,Deseo
1230,Martin Carter,20,Formacion Profesional,78.29,143.51,Otro,No estoy seguro de lo que se pregunta,Si,No,No,Si,Si,No,No,No,Si,Si,No,Si,No,Si,2140,Ideacion
1231,Luigi Russell,19,Universidad,59.18,145.82,Hombre,No,Si,No,No,No,Si,Si,Si,No,Si,Si,Si,Si,Si,No,3090,Ideacion
1232,Dominic Taylor,12,Colegio,78.11,163.48,Otro,No estoy seguro de ser trans,No,Si,Si,Si,No,Si,No,No,Si,Si,No,Si,Si,Si,3451,Comunicacion
1233,Davidson Green,16,Bachillerato,68.7,160.62,Otro,No estoy seguro de lo que se pregunta,No,Si,No,No,No,No,No,No,Si,No,No,Si,Si,No,746,Planificacion
1234,Marlon Gray,17,Bachillerato,52.22,113.12,Mujer,Si,No,No,No,Si,No,No,Si,Si,Si,No,No,Si,Si,No,3021,Intencion
1235,Jenny Martinez,14,ESO,86.54,142.97,Mujer,No estoy seguro de lo que se pregunta,Si,Si,No,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,3265,Ideacion
1236,Declan Parker,19,Universidad,56.82,111.76,Hombre,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Si,Si,Si,3544,Intencion
1237,Maxwell Watson,10,Colegio,64.01,184.23,Hombre,No estoy seguro de ser trans,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,2071,Planificacion
1238,Mary Shaw,13,Colegio,70.17,143.72,Otro,Si,No,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,Si,538,Ideacion
1239,Peter James,13,ESO,83.38,192.22,Mujer,Si,No,Si,No,Si,Si,No,Si,No,No,Si,No,No,No,No,2412,Finalidad
1240,Lara Foster,21,Formacion Profesional,81.2,121.57,Hombre,No estoy seguro de lo que se pregunta,No,Si,Si,No,No,No,No,Si,No,No,Si,Si,No,Si,1463,Finalidad
1241,Eoin Cook,23,Formacion Profesional,56.86,116.46,Mujer,Si,Si,Si,No,No,No,No,Si,Si,Si,No,No,Si,Si,No,907,Comunicacion
1242,Tom Hernandez,11,Colegio,68.6,183.44,Hombre,No estoy seguro de lo que se pregunta,No,Si,Si,No,Si,No,Si,No,Si,No,No,Si,No,No,1874,Comunicacion
1243,Daniel Fernandez,20,Universidad,89.01,126.84,Mujer,No estoy seguro de lo que se pregunta,No,Si,No,Si,No,Si,No,No,No,No,Si,No,No,Si,1059,Planificacion
1244,Marlon Bell,18,Bachillerato,69.86,113.43,Mujer,No estoy seguro de ser trans,Si,Si,No,Si,No,Si,Si,Si,No,Si,No,No,No,No,2613,Ideacion
1245,Ferdinand Bryant,25,Formacion Profesional,57.74,152.77,Hombre,No estoy seguro de ser trans,Si,No,Si,Si,No,Si,Si,No,Si,No,Si,Si,Si,No,2101,Finalidad
1246,Dean Martinez,11,Colegio,72.2,129.29,Hombre,No estoy seguro de lo que se pregunta,Si,Si,Si,No,Si,No,No,No,Si,No,No,No,No,Si,3708,Ideacion
1247,Daniel Alexander,19,Universidad,82.49,193.62,Hombre,Si,No,No,No,Si,No,No,No,No,Si,Si,Si,No,No,No,2622,Ideacion
1248,Kyle Alexander,23,Universidad,82.35,131.15,Mujer,Si,No,No,No,No,Si,No,No,Si,Si,No,No,No,Si,Si,1013,Comunicacion
1249,Sean Gonzalez,20,Formacion Profesional,74.65,112.89,Otro,No,No,Si,Si,No,Si,No,No,Si,No,Si,Si,No,Si,Si,3001,Intencion
1250,Rome Moore,24,Formacion Profesional,82.03,142.64,Otro,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,No,Si,Si,No,949,Intencion
1251,Rachel Foster,16,ESO,68.43,155.21,Otro,No,Si,No,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,Si,731,Deseo
1252,Tim Bryant,15,ESO,56.0,132.03,Hombre,Si,Si,No,Si,Si,No,No,Si,Si,Si,Si,No,No,No,No,3183,Deseo
1253,Andrew Shaw,13,ESO,75.36,174.06,Otro,No estoy seguro de ser trans,No,No,Si,Si,No,No,No,Si,No,Si,No,Si,Si,No,1437,Finalidad
1254,Gero Jones,10,Colegio,81.65,131.83,Otro,No,No,Si,No,Si,No,No,No,No,No,Si,No,Si,No,No,2668,Planificacion
1255,Fernand Evans,16,ESO,83.39,128.56,Otro,No,No,Si,No,Si,No,No,Si,Si,Si,No,Si,Si,Si,No,3120,Planificacion
1256,Domi Gomez,13,Colegio,50.37,181.66,Otro,No estoy seguro de ser trans,Si,Si,No,Si,Si,No,Si,No,No,Si,No,No,Si,No,2789,Ideacion
1257,Mike Moore,21,Formacion Profesional,55.2,152.88,Hombre,No,Si,No,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,1810,Planificacion
1258,Lana Allen,10,Colegio,75.98,157.12,Hombre,No estoy seguro de lo que se pregunta,Si,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Si,2429,Deseo
1259,Marco Hernandez,17,ESO,53.2,112.2,Mujer,No estoy seguro de ser trans,No,No,No,No,No,Si,No,No,No,No,Si,Si,Si,No,3436,Comunicacion
1260,David Morales,22,Universidad,58.34,121.9,Mujer,Si,Si,No,No,Si,Si,Si,No,No,Si,Si,No,No,Si,Si,621,Planificacion
1261,Nathan Brooks,11,Colegio,84.01,118.69,Mujer,No estoy seguro de ser trans,No,Si,Si,No,Si,No,Si,No,No,No,Si,No,Si,No,2407,Comunicacion
1262,Charlie Rodriguez,10,Colegio,64.23,121.31,Hombre,No estoy seguro de ser trans,No,No,Si,Si,Si,Si,Si,No,Si,Si,No,No,No,Si,3166,Deseo
1263,Daiana Garcia,25,Universidad,87.94,114.7,Mujer,Si,No,No,Si,Si,Si,No,No,Si,Si,No,Si,Si,Si,No,2295,Deseo
1264,Mary Wilson,11,Colegio,72.26,193.69,Hombre,No estoy seguro de lo que se pregunta,No,Si,No,Si,No,Si,No,No,Si,Si,Si,No,No,No,2059,Comunicacion
1265,Peter Price,16,ESO,88.01,133.46,Hombre,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,Si,No,437,Deseo
1266,Max Wright,13,ESO,75.45,117.08,Hombre,No estoy seguro de ser trans,Si,Si,No,No,Si,Si,No,No,Si,Si,No,No,No,Si,2750,Planificacion
1267,Frank Fisher,12,Colegio,89.69,136.57,Hombre,No,Si,Si,No,No,No,Si,Si,No,Si,Si,No,No,No,No,1175,Finalidad
1268,Zara Adams,18,Formacion Profesional,52.05,141.13,Mujer,No estoy seguro de ser trans,No,No,No,No,No,No,No,Si,No,Si,No,Si,No,No,3081,Finalidad
1269,Jeff Adams,17,ESO,84.21,162.0,Hombre,Si,No,Si,No,No,Si,No,No,No,No,No,Si,No,No,No,548,Planificacion
1270,Luke Taylor,21,Formacion Profesional,90.34,155.66,Mujer,Si,Si,No,No,Si,No,No,Si,Si,No,Si,No,Si,Si,No,2108,Intencion
1271,Ted Diaz,14,ESO,78.02,113.24,Mujer,No,No,No,Si,No,Si,No,Si,Si,No,Si,Si,No,Si,No,3846,Deseo
1272,Andrew Scott,21,Formacion Profesional,74.55,165.71,Mujer,Si,No,No,Si,Si,Si,No,No,No,Si,Si,Si,Si,No,Si,3015,Intencion
1273,Robert Bell,11,Colegio,87.26,191.23,Otro,No estoy seguro de ser trans,Si,No,No,Si,Si,No,No,Si,Si,No,Si,Si,Si,No,899,Planificacion
1274,Veronica Carter,18,Universidad,82.8,178.73,Mujer,No,Si,Si,Si,No,Si,Si,No,No,Si,No,Si,No,No,Si,2244,Planificacion
1275,Fikayo Scott,19,Formacion Profesional,65.06,134.56,Hombre,No estoy seguro de lo que se pregunta,Si,No,No,No,Si,No,No,Si,No,Si,Si,No,No,No,1287,Intencion
1276,Lewis Barnes,25,Formacion Profesional,76.52,154.9,Mujer,No estoy seguro de ser trans,No,No,No,Si,Si,Si,No,No,Si,Si,No,Si,No,Si,2349,Deseo
1277,Nathan Gutierrez,15,ESO,56.09,175.75,Hombre,No estoy seguro de lo que se pregunta,Si,No,Si,Si,No,Si,Si,No,Si,Si,No,Si,No,No,3106,Intencion
1278,Davidson Rodriguez,25,Formacion Profesional,66.08,111.13,Hombre,No estoy seguro de ser trans,Si,Si,No,Si,Si,No,Si,Si,Si,Si,No,Si,No,Si,3604,Deseo
1279,Marge Sanders,20,Formacion Profesional,64.19,128.25,Hombre,No estoy seguro de lo que se pregunta,No,Si,No,Si,No,Si,Si,No,No,No,Si,Si,No,No,823,Planificacion
1280,David Diaz,24,Formacion Profesional,59.89,129.93,Mujer,No estoy seguro de lo que se pregunta,No,Si,No,No,Si,Si,No,No,Si,Si,No,Si,Si,No,3479,Comunicacion
1281,Penny Davis,25,Universidad,88.87,195.92,Otro,No,No,No,No,Si,Si,No,Si,Si,No,Si,Si,Si,Si,No,1862,Intencion
1282,Timothy Garcia,11,Colegio,82.28,194.3,Hombre,No,Si,No,No,No,No,Si,No,Si,Si,No,No,No,Si,No,693,Comunicacion
1283,Teddy Anderson,10,Colegio,73.17,117.92,Otro,No estoy seguro de lo que se pregunta,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Si,Si,3458,Intencion
1284,Domi Stewart,24,Formacion Profesional,73.7,124.98,Otro,No estoy seguro de lo que se pregunta,Si,Si,No,No,Si,Si,No,Si,Si,No,No,No,Si,Si,1443,Deseo
1285,Mariana Taylor,21,Formacion Profesional,63.06,124.42,Otro,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,Si,No,No,Si,1085,Ideacion
1286,Fikayo Fernandez,24,Formacion Profesional,71.65,176.72,Hombre,No,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,1076,Ideacion
1287,Morgan Martin,15,ESO,79.64,191.24,Mujer,No,No,No,Si,No,No,No,Si,Si,No,Si,No,Si,No,No,2151,Ideacion
1288,Jude Morales,16,Bachillerato,52.78,187.32,Hombre,No,Si,Si,No,No,No,No,No,Si,No,Si,No,Si,Si,Si,3486,Finalidad
1289,Maxwell Adams,23,Formacion Profesional,76.73,198.1,Otro,No estoy seguro de ser trans,No,Si,Si,Si,Si,Si,No,No,Si,No,Si,Si,No,Si,3635,Intencion
1290,Tadeo Hill,12,Colegio,86.93,152.8,Mujer,No,No,No,No,Si,Si,Si,No,Si,No,Si,Si,No,No,No,3308,Intencion
1291,Lucas Gray,25,Universidad,54.5,185.44,Otro,No estoy seguro de lo que se pregunta,No,Si,No,Si,No,No,No,Si,Si,No,No,Si,Si,Si,1694,Planificacion
1292,Phil Morales,22,Formacion Profesional,70.06,175.52,Mujer,No estoy seguro de ser trans,Si,Si,Si,No,Si,Si,Si,No,No,Si,Si,Si,No,No,530,Finalidad
1293,Kyle Jordan,11,Colegio,58.31,180.99,Mujer,No estoy seguro de lo que se pregunta,Si,Si,No,No,Si,No,No,No,Si,No,Si,No,No,No,3594,Comunicacion
1294,Kyle Baker,20,Universidad,58.86,144.28,Hombre,No estoy seguro de ser trans,No,No,No,No,No,Si,No,No,Si,No,Si,No,Si,Si,1600,Deseo
1295,Amelia Sanchez,20,Universidad,73.67,134.77,Hombre,No estoy seguro de ser trans,Si,No,No,Si,Si,No,Si,No,Si,No,No,Si,Si,Si,2548,Deseo
1296,Teddy Thomas,22,Formacion Profesional,60.94,158.42,Hombre,No estoy seguro de lo que se pregunta,No,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,Si,1596,Comunicacion
1297,Marco Johnson,17,Bachillerato,83.08,172.99,Otro,Si,No,No,No,Si,No,Si,Si,No,No,No,Si,Si,No,No,2522,Comunicacion
1298,Yui Russell,17,ESO,84.37,137.33,Otro,Si,No,No,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,No,3526,Ideacion
1299,Nemo Carter,23,Formacion Profesional,68.55,180.31,Otro,Si,Si,Si,No,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,3721,Ideacion
1300,Zara Ramos,16,ESO,75.79,196.51,Otro,No estoy seguro de lo que se pregunta,No,No,No,Si,Si,Si,Si,No,No,No,Si,Si,Si,Si,3417,Finalidad
1301,Zara Perez,17,Bachillerato,50.63,164.82,Mujer,No estoy seguro de ser trans,No,Si,No,Si,Si,No,Si,No,Si,No,No,No,Si,No,2447,Intencion
1302,Harry Parker,24,Formacion Profesional,57.82,186.82,Hombre,No,No,Si,No,Si,Si,No,Si,Si,Si,No,Si,No,Si,No,2845,Planificacion
1303,Daisy Alexander,20,Formacion Profesional,79.28,166.73,Hombre,No estoy seguro de ser trans,No,No,No,Si,Si,No,No,No,Si,No,Si,Si,Si,Si,1498,Ideacion
1304,Osborn Williams,17,ESO,89.05,169.66,Mujer,No,Si,Si,No,Si,Si,Si,Si,No,No,No,No,Si,No,Si,1524,Intencion
1305,Nathan King,22,Universidad,66.79,111.44,Mujer,No estoy seguro de ser trans,No,No,No,No,No,No,Si,No,No,No,No,No,Si,Si,2021,Planificacion
1306,Charles Taylor,14,ESO,51.45,196.79,Mujer,No estoy seguro de lo que se pregunta,No,No,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,No,423,Intencion
1307,Wes Jones,22,Formacion Profesional,56.99,175.08,Hombre,No estoy seguro de ser trans,No,No,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,1077,Finalidad
1308,Johnny Bennett,20,Formacion Profesional,62.95,122.36,Otro,No estoy seguro de ser trans,Si,No,No,No,Si,No,No,No,No,Si,Si,No,No,Si,2345,Planificacion
1309,Charlie Ramsey,11,Colegio,51.19,200.84,Hombre,No estoy seguro de lo que se pregunta,No,Si,Si,No,Si,No,No,Si,No,Si,Si,No,No,No,1357,Finalidad
1310,Dominic Price,15,ESO,60.19,165.55,Otro,No,Si,Si,No,Si,No,No,No,Si,Si,Si,Si,No,Si,No,472,Comunicacion
1311,Zara King,22,Universidad,83.84,159.14,Otro,No estoy seguro de ser trans,Si,No,No,No,Si,Si,Si,No,No,No,Si,No,No,Si,3341,Planificacion
1312,Charlie Brown,23,Formacion Profesional,65.6,186.87,Hombre,No,Si,No,No,No,No,No,Si,No,No,Si,No,No,No,No,1754,Planificacion
1313,Mike Hernandez,14,ESO,66.35,110.41,Otro,No estoy seguro de ser trans,Si,No,No,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,3435,Finalidad
1314,Landon Perez,17,Bachillerato,64.34,133.4,Hombre,Si,Si,Si,Si,No,Si,Si,No,Si,Si,No,Si,Si,No,Si,846,Finalidad
1315,Steven Wright,24,Formacion Profesional,55.92,161.41,Hombre,No estoy seguro de ser trans,Si,Si,Si,No,No,No,No,No,No,Si,No,No,Si,No,1874,Finalidad
1316,Maxwell Hill,15,ESO,56.22,123.38,Mujer,No estoy seguro de ser trans,No,No,No,Si,Si,Si,Si,No,Si,No,No,No,Si,Si,3877,Comunicacion
1317,Inma Wright,14,ESO,82.82,112.59,Otro,No estoy seguro de ser trans,No,Si,No,No,No,Si,No,Si,No,Si,No,Si,No,Si,2960,Planificacion
1318,Fernando Murphy,16,Bachillerato,69.41,176.04,Otro,No estoy seguro de ser trans,No,No,No,No,Si,No,No,Si,Si,Si,No,Si,No,Si,1022,Planificacion
1319,Landon Russell,15,ESO,84.4,156.27,Mujer,No estoy seguro de ser trans,No,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,Si,No,534,Intencion
1320,Cindy Bryant,13,ESO,84.21,160.41,Mujer,No estoy seguro de lo que se pregunta,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,1190,Finalidad
1321,Richard Bryant,18,Bachillerato,72.27,195.75,Mujer,No estoy seguro de lo que se pregunta,No,No,No,Si,No,No,Si,Si,Si,No,No,Si,No,No,1648,Intencion
1322,Daiana King,17,ESO,81.15,200.5,Otro,No estoy seguro de lo que se pregunta,No,Si,No,Si,Si,No,Si,No,No,No,Si,No,No,Si,3508,Intencion
1323,Lara Johnson,24,Universidad,58.65,118.46,Mujer,No estoy seguro de ser trans,Si,No,Si,No,Si,Si,No,Si,No,No,No,No,Si,No,2084,Deseo
1324,Jude Watson,16,Bachillerato,50.54,172.74,Mujer,No estoy seguro de lo que se pregunta,No,No,Si,Si,No,No,No,Si,No,Si,Si,Si,No,Si,2537,Finalidad
1325,Wes Adams,20,Formacion Profesional,54.14,200.99,Otro,Si,Si,No,Si,No,No,No,No,Si,No,No,No,Si,No,Si,1838,Comunicacion
1326,Paul Brown,20,Universidad,84.12,174.68,Hombre,No estoy seguro de ser trans,Si,Si,Si,Si,Si,No,No,Si,No,No,Si,No,No,No,3160,Intencion
1327,Dean Gonzalez,12,Colegio,51.71,115.57,Hombre,No estoy seguro de ser trans,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,2713,Deseo
1328,Larry Garcia,20,Universidad,90.28,200.53,Otro,No estoy seguro de ser trans,Si,No,Si,No,Si,Si,Si,No,Si,Si,No,No,Si,Si,2693,Intencion
1329,Rio Fisher,18,Bachillerato,53.15,157.43,Hombre,Si,No,Si,Si,No,Si,No,Si,No,No,Si,No,Si,No,Si,1518,Intencion
1330,Robert Hernandez,23,Formacion Profesional,55.1,115.45,Mujer,Si,No,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,1421,Ideacion
1331,David Green,13,ESO,59.71,200.56,Hombre,No estoy seguro de ser trans,No,Si,Si,No,No,No,Si,Si,Si,Si,Si,No,Si,Si,1532,Planificacion
1332,Penny Watson,10,Colegio,64.67,154.79,Mujer,No estoy seguro de lo que se pregunta,No,Si,No,Si,No,Si,No,No,Si,No,No,Si,Si,Si,3926,Finalidad
1333,Jeff King,21,Universidad,69.84,162.65,Mujer,No estoy seguro de lo que se pregunta,Si,No,No,Si,Si,No,No,No,Si,No,No,No,No,No,3839,Deseo
1334,Domi Kelly,23,Universidad,65.75,150.85,Otro,No estoy seguro de lo que se pregunta,No,Si,No,Si,No,Si,Si,Si,No,Si,No,Si,No,No,3494,Planificacion
1335,Jack James,11,Colegio,52.77,182.54,Otro,No,Si,Si,Si,Si,Si,No,Si,Si,No,Si,Si,No,No,No,1033,Deseo
1336,David Bennett,22,Formacion Profesional,79.31,138.97,Mujer,No,No,No,No,No,No,Si,No,Si,Si,Si,Si,Si,No,No,2948,Deseo
1337,Lana Price,16,ESO,79.54,168.34,Mujer,Si,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,No,Si,2757,Deseo
1338,Lucas Olson,12,Colegio,76.69,151.79,Mujer,No estoy seguro de ser trans,No,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,418,Deseo
1339,Cindy Gonzalez,24,Universidad,55.04,130.02,Mujer,No estoy seguro de ser trans,Si,Si,No,Si,Si,No,Si,Si,No,Si,No,No,Si,Si,2862,Ideacion
1340,Ernest James,22,Formacion Profesional,88.01,188.54,Otro,No,Si,Si,No,No,Si,No,Si,No,Si,No,No,Si,Si,No,986,Planificacion
1341,Osborn Clark,21,Universidad,81.03,168.85,Otro,No estoy seguro de lo que se pregunta,No,No,No,Si,No,No,Si,Si,Si,Si,No,No,Si,Si,1466,Finalidad
1342,Steven Perez,23,Formacion Profesional,53.32,148.86,Hombre,No estoy seguro de ser trans,No,No,Si,No,Si,Si,Si,Si,No,No,Si,No,No,Si,3284,Comunicacion
1343,Luca Scott,10,Colegio,51.21,183.91,Mujer,No estoy seguro de ser trans,Si,No,No,No,No,Si,No,Si,No,No,Si,No,Si,No,3039,Ideacion
1344,Fred Scott,17,Bachillerato,71.21,164.57,Mujer,No,No,Si,Si,No,Si,Si,Si,No,Si,No,No,No,Si,No,454,Planificacion
1345,Jenny Anderson,20,Formacion Profesional,76.1,126.02,Mujer,No estoy seguro de lo que se pregunta,Si,No,No,Si,No,No,No,No,No,Si,Si,No,No,No,1875,Finalidad
1346,Andrew Hill,19,Formacion Profesional,71.32,190.68,Hombre,Si,No,No,No,No,Si,No,No,No,No,No,Si,Si,Si,No,812,Comunicacion
1347,Michael Lopez,15,ESO,63.4,182.22,Otro,No estoy seguro de lo que se pregunta,Si,No,Si,Si,Si,Si,Si,Si,No,Si,No,No,Si,Si,3832,Intencion
1348,Mariana Fisher,21,Formacion Profesional,65.39,137.7,Mujer,No,No,Si,No,No,Si,Si,Si,No,Si,Si,No,No,Si,Si,1967,Ideacion
1349,Marco Wilson,24,Formacion Profesional,73.09,126.77,Otro,No estoy seguro de lo que se pregunta,Si,No,Si,No,No,Si,No,No,Si,No,No,Si,Si,Si,3931,Comunicacion
1350,Mary Sanders,16,ESO,60.17,150.99,Mujer,No,Si,Si,Si,No,Si,Si,Si,Si,No,No,Si,No,Si,Si,1964,Ideacion
1351,Cristian Parker,12,Colegio,73.98,138.77,Mujer,No estoy seguro de lo que se pregunta,No,No,No,No,No,No,Si,Si,No,No,No,No,Si,Si,2232,Comunicacion
1352,Lance Sanders,23,Formacion Profesional,82.78,198.9,Otro,Si,No,No,No,No,No,No,No,No,Si,Si,No,Si,No,Si,3330,Comunicacion
1353,Max Jones,22,Formacion Profesional,84.84,138.53,Mujer,Si,Si,Si,No,Si,Si,No,No,Si,Si,Si,No,Si,No,No,2550,Finalidad
1354,Fernando Barnes,13,ESO,54.25,188.8,Otro,No estoy seguro de ser trans,No,No,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,596,Planificacion
1355,Johnny Walker,20,Formacion Profesional,85.17,174.05,Mujer,No estoy seguro de lo que se pregunta,Si,Si,No,Si,Si,Si,No,Si,No,No,No,Si,No,Si,1644,Planificacion
1356,Landon Hill,22,Universidad,79.1,119.25,Hombre,No,Si,No,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,Si,1835,Ideacion
1357,Mary Johnson,24,Universidad,71.25,144.69,Hombre,No estoy seguro de lo que se pregunta,Si,Si,No,No,Si,No,Si,Si,No,No,Si,No,Si,No,1193,Deseo
1358,Paul Taylor,12,ESO,63.42,134.36,Hombre,No estoy seguro de lo que se pregunta,Si,Si,Si,Si,No,No,No,No,Si,Si,Si,Si,No,Si,1623,Deseo
1359,Mariana Green,16,ESO,73.56,133.37,Mujer,No estoy seguro de lo que se pregunta,No,No,No,Si,Si,No,Si,No,No,Si,No,Si,No,Si,3046,Finalidad
1360,Danny Hall,22,Universidad,83.87,125.94,Mujer,No,No,Si,No,Si,No,No,Si,No,Si,Si,Si,No,No,Si,2929,Planificacion
1361,Fernand James,17,Bachillerato,80.57,146.83,Mujer,Si,Si,Si,Si,No,Si,Si,Si,No,No,Si,Si,No,Si,Si,3517,Ideacion
1362,David Foster,22,Formacion Profesional,71.15,134.26,Mujer,No,No,Si,No,Si,No,Si,No,No,Si,No,Si,No,Si,No,3169,Planificacion
1363,Maxwell Moore,13,Colegio,85.37,192.02,Hombre,No estoy seguro de ser trans,No,No,Si,Si,No,Si,Si,No,Si,Si,No,Si,No,No,2426,Intencion
1364,Lana Allen,20,Formacion Profesional,88.96,151.4,Hombre,No estoy seguro de ser trans,Si,No,No,No,No,No,No,Si,No,Si,Si,Si,Si,No,2619,Finalidad
1365,Ronnie Price,12,ESO,67.49,148.55,Mujer,No,No,Si,Si,Si,Si,Si,No,No,Si,Si,No,No,Si,Si,1069,Intencion
1366,Phil Brooks,23,Formacion Profesional,67.7,154.47,Mujer,No estoy seguro de ser trans,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,2245,Intencion
1367,Frederick Harris,13,ESO,54.19,142.26,Mujer,Si,Si,Si,Si,Si,No,Si,No,No,Si,No,Si,Si,Si,Si,3944,Planificacion
1368,Frank Wright,10,Colegio,82.77,116.54,Mujer,Si,No,Si,Si,Si,No,No,No,Si,Si,No,Si,No,No,No,3982,Deseo
1369,Kyle Ramsey,24,Formacion Profesional,74.5,172.67,Hombre,No estoy seguro de lo que se pregunta,No,No,No,Si,Si,No,No,Si,No,No,No,Si,No,Si,983,Finalidad
1370,Adebayo Sanders,11,Colegio,74.75,199.22,Hombre,Si,No,Si,Si,No,No,Si,No,Si,No,No,Si,Si,No,Si,2031,Deseo
1371,Ronald Jordan,17,ESO,78.15,145.38,Mujer,No,Si,Si,Si,No,Si,Si,No,No,No,Si,Si,No,Si,Si,3653,Finalidad
1372,Domi Diaz,20,Universidad,85.39,126.93,Mujer,Si,No,Si,No,No,Si,No,No,Si,No,No,Si,No,No,Si,2506,Finalidad
1373,Harry James,16,Bachillerato,62.07,153.69,Mujer,No estoy seguro de lo que se pregunta,Si,Si,Si,No,No,Si,No,No,Si,Si,Si,No,No,No,2126,Ideacion
1374,Yui Davis,10,Colegio,60.2,180.51,Mujer,Si,Si,Si,No,No,Si,No,No,Si,Si,No,No,No,No,No,2236,Deseo
1375,Amelia Morales,19,Universidad,78.91,172.14,Mujer,No estoy seguro de lo que se pregunta,No,No,No,Si,No,No,Si,Si,No,Si,Si,Si,Si,No,1676,Planificacion
1376,Nemo Morales,20,Universidad,58.42,124.19,Mujer,No estoy seguro de lo que se pregunta,No,No,No,No,No,No,Si,Si,No,Si,Si,Si,Si,No,2870,Intencion
1377,Theo James,23,Formacion Profesional,81.55,149.13,Mujer,No estoy seguro de ser trans,No,No,No,Si,Si,No,Si,No,No,No,Si,Si,Si,No,2575,Finalidad
1378,Mariana Russell,23,Universidad,84.36,151.58,Hombre,No estoy seguro de lo que se pregunta,No,No,No,No,Si,No,No,Si,Si,No,Si,No,Si,Si,1650,Ideacion
1379,Jeffrey Wright,10,Colegio,78.16,192.27,Otro,Si,No,No,No,Si,No,Si,No,Si,No,No,No,No,Si,Si,2376,Finalidad
1380,Ernest Gutierrez,20,Formacion Profesional,63.82,149.81,Mujer,No estoy seguro de lo que se pregunta,No,Si,Si,Si,Si,No,No,No,Si,Si,No,Si,Si,No,3307,Deseo
1381,Rachel Garcia,20,Universidad,70.72,135.2,Hombre,Si,Si,No,Si,No,Si,No,No,No,No,Si,No,Si,Si,No,1026,Intencion
1382,David Watson,21,Formacion Profesional,81.51,156.26,Hombre,No,Si,Si,No,Si,No,No,Si,No,Si,No,No,Si,No,No,3507,Comunicacion
1383,Peter King,12,ESO,58.91,136.51,Otro,No,No,Si,No,Si,No,No,Si,Si,Si,No,Si,No,Si,Si,1878,Comunicacion
1384,Lance Sanders,19,Universidad,60.07,169.47,Hombre,No,No,Si,No,Si,Si,No,No,No,Si,Si,Si,Si,No,Si,1067,Planificacion
1385,Dominic Price,21,Universidad,53.79,166.69,Mujer,No estoy seguro de ser trans,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,No,No,Si,939,Deseo
1386,Nemo Watson,10,Colegio,73.25,182.37,Hombre,No estoy seguro de lo que se pregunta,Si,Si,No,Si,No,Si,No,Si,No,Si,Si,No,Si,No,3683,Intencion
1387,Lisa Lee,24,Universidad,59.87,177.04,Hombre,Si,No,Si,Si,No,No,No,Si,No,No,Si,No,Si,Si,Si,1650,Intencion
